age,gender,height_cm,weight_kg,discipline,session_type,duration_minutes,intensity,distance_m,effort_count,target_calories
16,Female,171.6,97.3,400m Sprint,Recovery,147,Medium,10893,7,4122
29,Male,197.0,99.9,Hammer,Recovery,71,High,1454,14,4226
37,Female,192.2,70.7,400m Sprint,Competition,36,Low,1933,5,2322
31,Male,186.4,48.3,Discus,Competition,32,High,746,8,2860
21,Male,187.1,71.1,Shot Put,Competition,103,Low,7370,18,2850
28,Female,175.8,88.8,Discus,Competition,116,Low,9032,6,2887
26,Male,196.4,74.3,400m Sprint,Competition,125,Low,7973,14,3189
31,Male,186.3,93.7,Triple Jump,Recovery,115,Medium,10687,18,3635
28,Female,187.8,68.2,200m Sprint,Competition,27,Low,13806,17,2202
20,Male,193.8,86.3,400m Sprint,Training,75,Medium,6827,9,3703
33,Male,167.3,57.1,200m Sprint,Recovery,123,Low,14460,13,2337
38,Male,191.3,93.7,100m Sprint,Recovery,102,Low,9280,16,3066
20,Female,163.8,80.5,200m Sprint,Training,63,Medium,792,10,2975
32,Male,170.5,58.3,Triple Jump,Training,122,Medium,6927,10,3021
38,Female,170.1,64.0,Shot Put,Recovery,131,High,1267,4,3429
19,Female,199.0,93.7,200m Sprint,Competition,61,Low,9742,12,3136
38,Male,193.5,76.4,High Jump,Recovery,49,Medium,6369,8,3056
38,Male,186.6,59.0,1500m Run,Recovery,45,High,14800,15,3083
20,Male,187.7,107.9,400m Sprint,Training,144,High,2690,19,6000
16,Female,180.3,91.5,Shot Put,Recovery,38,Medium,7874,15,3076
22,Male,197.6,107.2,Long Jump,Competition,72,Low,292,8,3427
29,Male,177.3,72.8,Javelin,Training,104,High,6864,8,3982
29,Male,172.1,75.9,100m Sprint,Recovery,36,Low,4022,19,2395
25,Male,162.3,103.4,1500m Run,Recovery,123,Low,9596,9,3255
36,Male,190.4,79.1,High Jump,Competition,124,High,1648,17,4711
36,Female,188.0,91.0,800m Run,Recovery,123,Medium,14501,8,3799
38,Female,172.3,61.4,Triple Jump,Recovery,143,Low,11008,12,2184
15,Male,156.1,74.0,Discus,Recovery,100,Medium,12102,15,3020
32,Male,192.8,53.0,1500m Run,Recovery,56,High,13529,4,3030
26,Male,155.5,58.4,Shot Put,Competition,140,Low,11110,6,2432
26,Male,186.7,45.1,Shot Put,Recovery,89,Medium,5171,16,2588
39,Female,198.7,47.6,Shot Put,Recovery,149,Medium,9589,5,2664
25,Male,174.7,108.5,100m Sprint,Recovery,78,Low,1693,13,3175
22,Female,165.6,60.8,200m Sprint,Training,137,Medium,6710,15,3109
21,Female,186.7,88.1,400m Sprint,Competition,56,Medium,1037,17,3408
37,Male,191.8,99.5,800m Run,Training,50,High,3852,20,4374
35,Female,179.6,80.8,Discus,Training,118,High,5459,5,4075
16,Female,198.5,55.0,Shot Put,Competition,113,Medium,14937,19,3157
25,Female,157.3,92.3,Discus,Training,25,Medium,9754,7,2770
36,Female,177.7,84.0,Long Jump,Training,34,Low,9304,3,2408
24,Male,187.3,92.5,100m Sprint,Training,35,High,7048,13,3891
17,Male,193.8,95.0,Hammer,Competition,39,Low,6184,14,3118
34,Female,163.1,108.4,Shot Put,Recovery,96,Medium,9483,16,3558
24,Male,191.0,82.3,Long Jump,Competition,63,Low,1161,13,2904
32,Male,179.9,67.2,800m Run,Competition,65,Medium,1029,2,3216
28,Male,172.8,87.2,800m Run,Competition,114,High,12529,14,5347
32,Male,160.9,49.4,400m Sprint,Training,83,High,12449,20,2944
38,Male,193.9,103.3,High Jump,Recovery,150,Medium,10931,7,4351
22,Female,162.1,52.8,400m Sprint,Competition,28,High,978,5,2429
24,Male,168.9,66.3,200m Sprint,Competition,61,Medium,8709,14,2887
36,Male,168.1,98.0,Discus,Recovery,92,Low,13185,9,2858
27,Male,194.2,83.8,Triple Jump,Recovery,103,Medium,8974,10,3753
